corp_code,corp_name,stock_code,modify_date
1267967,마이크로디지탈,305090,20210217
157070,한국단자공업,25540,20201130
361488,텔코웨어,78000,20201130
592653,유비벨록스,89850,20201130
265041,KCI,36670,20201207
121570,문배철강,8420,20201125
350048,오성첨단소재,52420,20201125
178851,동양에스텍,60380,20201201
112165,디아이씨,92200,20201209
137012,에스앤더블류,103230,20201214
759294,와이솔,122990,20201214
994994,나노,187790,20210216
306870,손오공,66910,20210216
147994,새로닉스,42600,20210217
1067808,넵튠,217270,20201211
185356,제룡전기,33100,20201211
155452,풍국주정,23900,20201214
242378,이지홀딩스,35810,20201214
1480568,이지바이오,353810,20201214
192499,팜스토리,27710,20201214
204208,마니커,27740,20201214
418379,자연과환경,43910,20201214
152686,코리아써키트,7810,20201214
206686,케이피엠테크,42040,20201214
954242,하이골드12호,172580,20201214
1398151,교보9호스팩,331520,20210126
523176,네추럴FNP,86220,20210217
1063990,로보로보,215100,20210217
367604,SM Life Design,63440,20201216
231372,롯데관광개발,32350,20201216
124151,부산주공,5030,20201217
151298,DSR제강,69730,20210215
1476219,교보10호기업인수목적,355150,20210126
1414422,아이비김영,339950,20210217
1035942,메디안디노스틱,233250,20210215
799177,삼기,122350,20210217
1116380,씨앤에스링크,245450,20210217
158963,유나이티드,33270,20210215
102681,고려개발,4200,20200721
136925,신원종합개발,17000,20201211
136624,신영와코루,5800,20201211
356389,프럼파스트,35200,20201211
145190,유화증권,3460,20201211
301246,SFA반도체,36540,20201211
1263022,BGF리테일,282330,20201228
264228,위즈코프,38620,20201228
1310269,HDC현대산업개발,294870,20201228
962223,지니언스,263860,20210215
624998,제닉,123330,20201211
129280,삼화전자공업,11230,20201211
129679,녹십자,6280,20201211
108135,녹십자홀딩스,5250,20201211
249894,테라젠이텍스,66700,20201211
199988,동아화성,41930,20201211
105138,파라텍,33540,20210105
105101,예스코홀딩스,15360,20210105
203023,시노펙스,25320,20210105
173102,모나리자,12690,20210215
109514,티웨이홀딩스,4870,20210215
1243550,아이비케이에스제7호기업인수목적,276920,20200618
102113,경인양행,12610,20201211
266952,네오위즈홀딩스,42420,20201211
145552,이수화학,5950,20201211
778235,TS인베스트먼트,246690,20201214
389970,다날,64260,20201215
605328,씨앤지하이테크,264660,20210215
129235,삼화왕관,4450,20210215
122551,백산,35150,20210215
1394377,이지스밸류플러스리츠,334890,20201022
261443,엔씨소프트,36570,20201215
105961,LG이노텍,11070,20201215
1112889,피엔에이치테크,239890,20210216
1055317,비엔디생활건강,215050,20210112
148364,하림지주,3380,20210204
573269,에스코넥,96630,20210217
126414,삼성제약,1360,20210217
661847,화인베스틸,133820,20210217
149266,CNH,23460,20210215
206084,세아메탈,33020,20210216
1090471,씨아이에스,222080,20201216
298447,아모텍,52710,20210216
814810,엠에프엠코리아,251960,20201230
1186811,티에스트릴리온,284610,20201230
131850,SK증권,1510,20201231
288343,삼영이엔씨,65570,20210127
126292,삼성카드,29780,20210111
540340,코리아센터,290510,20210216
1478712,대덕전자,353200,20201231
1066030,드림티엔터테인먼트,220110,20200713
539274,대상홀딩스,84690,20210216
808086,애니젠,196300,20210216
670766,엠투아이,347890,20210215
103176,흥국화재,540,20210129
480756,이트론,96040,20210215
1237540,이녹스첨단소재,272290,20210217
587925,바이오리더스,142760,20210217
584362,넥스지,81970,20210208
166500,화천기계,10660,20210216
623661,원익머트리얼즈,104830,20210216
123718,부광약품,3000,20210205
349097,케이티스카이라이프,53210,20210216
442145,아바코,83930,20210216
1237434,플리토,300080,20201202
537832,푸른기술,94940,20201202
233653,한국토지신탁,34830,20210215
855163,미원화학,134380,20210205
311216,에이치엔에스하이텍,44990,20210215
296290,키움증권,39490,20201207
568188,마이크로컨텍솔,98120,20201207
531917,톱텍,108230,20201207
442835,메타랩스,90370,20201207
296078,APS홀딩스,54620,20201207
1187458,에스알바이오텍,270210,20201204
202839,한창산업,79170,20201204
508274,일진다이아,81000,20210202
1497869,티와이홀딩스,363280,20210205
1117422,나눔테크,244880,20210205
364847,이글루시큐리티,67920,20201119
235183,에이치케이,44780,20201203
986898,팜스빌,318010,20210215
264714,SG&G,40610,20210222
939687,동일고무벨트,163560,20210222
1047451,셀바스헬스케어,208370,20201124
261957,한국정보공학,39740,20201124
642541,디엔에이링크,127120,20201124
694942,이미지스,115610,20210205
1013694,인카금융서비스,211050,20210218
216498,성도이엔지,37350,20210218
579139,한국맥널티,222980,20210218
843900,육일씨엔에쓰,191410,20210222
910947,바다로19호,155900,20210222
120289,제이에스티나,26040,20201229
855093,선진,136490,20201203
167280,폴루스바이오팜,7630,20201203
199076,동일기연,32960,20201203
132318,성광벤드,14620,20201203
861076,케이탑리츠,145270,20201204
109161,태경케미컬,6890,20201204
1414936,SK6호스팩,340350,20210222
858364,BNK금융지주,138930,20201228
178790,동양이엔피,79960,20201208
264671,세중,39310,20201208
925587,위드텍,348350,20210222
399694,아프리카TV,67160,20210222
1344363,다원넥스뷰,323350,20210222
152127,심텍홀딩스,36710,20210218
1050738,솔트룩스,304100,20210218
397191,팬엔터테인먼트,68050,20210218
1159233,솔루엠,248070,20210217
157539,KB오토시스,24120,20201203
128661,에스에이엠티,31330,20201204
266934,파루,43200,20201204
108038,엔피씨,4250,20201208
132992,성우하이텍,15750,20201208
447502,바이오톡스텍,86040,20201208
174004,유성기업,2920,20201208
288495,홈센타홀딩스,60560,20201208
554024,셀트리온헬스케어,91990,20210105
313649,현대바이오,48410,20201208
270113,멕아이씨에스,58110,20201208
136165,스페코,13810,20201208
134723,페이퍼코리아,1020,20201208
111218,KD,44180,20201208
113508,노루홀딩스,320,20210209
1251489,라온피플,300120,20210222
145163,파미셀,5690,20210218
365758,아이앤씨,52860,20210218
137915,에스엠코어,7820,20210218
997812,코미코,183300,20210218
141389,영풍정밀,36560,20201203
480950,이아이디,93230,20201207
149804,대유에이텍,2880,20201207
194947,한전산업,130660,20201207
186939,특수건설,26150,20201207
842585,네이블커뮤니케이션즈,153460,20201210
1219155,네오크레마,311390,20210223
876908,모트렉스,118990,20210223
612188,에스티오,98660,20210223
148896,OCI,10060,20210106
129554,갤럭시아에스엠,11420,20201208
423177,텔레칩스,54450,20210222
230911,HRS,36640,20210222
114093,덕성,4830,20210218
132628,성문전자,14910,20210218
124726,빙그레,5180,20201209
141477,영흥,12160,20201209
617998,세원,234100,20201209
573579,평화산업,90080,20201210
532855,한국유니온제약,80720,20210222
173874,넥센타이어,2350,20210218
101220,KG케미칼,1390,20210218
513948,녹십자엠에스,142280,20201211
447487,제주반도체,80220,20201211
101044,에이프로젠제약,3060,20201214
1084364,엔지스테크널러지,208860,20201214
122825,인스코비,6490,20201214
136402,신송홀딩스,6880,20201214
533191,비보존 헬스케어,82800,20201210
335076,오픈베이스,49480,20201230
186559,콤텍시스템,31820,20201230
1190780,파워풀엑스,266870,20210218
687711,한국철강,104700,20210218
159740,KISCO홀딩스,1940,20210218
145598,이연제약,102460,20201210
133812,세방,4360,20201210
155124,평화홀딩스,10770,20201210
156442,한국가구,4590,20201210
163673,한진중공업홀딩스,3480,20201210
197476,코엔텍,29960,20201214
1142075,핑거,163730,20210129
526447,동북아12호선박투자회사,83370,20200623
111874,대원산업,5710,20201214
453929,메디포스트,78160,20201214
176516,금화피에스시,36190,20201214
925967,이엠티,232530,20201214
166315,화신,10690,20201214
1042650,큐리언트,115180,20210222
134963,송원산업,4430,20210107
273439,메디아나,41920,20210218
870861,와이엠씨,155650,20210215
1166109,예선테크,250930,20210215
127167,삼영무역,2810,20201130
1139035,티에스아이,277880,20210218
654175,마이크로프랜드,147760,20210218
580199,메디톡스,86900,20210222
113225,대한제강,84010,20210219
248974,하나제약,293480,20210223
120562,롯데지주,4990,20210113
104856,삼성증권,16360,20210111
163114,서연,7860,20210218
277736,한일네트웍스,46110,20210215
367695,대한그린파워,60900,20201130
374738,위세아이텍,65370,20210222
117726,동양피스톤,92780,20210222
435297,맥쿼리인프라,88980,20200715
230036,드래곤플라이,30350,20201224
651017,나우IB,293580,20210121
159102,DB손해보험,5830,20210111
265005,옴니시스템,57540,20210111
148504,한국스탠다드차타드은행,110,20210215
127802,삼익THK,4380,20201130
120030,GS건설,6360,20201130
166519,화천기공,850,20201130
138279,S-Oil,10950,20201130
258421,기산텔레콤,35460,20201202
113234,대한제당,1790,20201202
250997,대정화금,120240,20201202
129013,CJ씨푸드,11150,20210217
1113718,올릭스,226950,20210222
132354,쿠쿠홀딩스,192400,20210222
119007,무림P&P,9580,20210222
367871,인바이오,352940,20210222
164876,케이비증권,3450,20210106
174208,진성티이씨,36890,20210219
574611,SDN,99220,20210222
598587,인터파크,108790,20200716
184889,이건홀딩스,39020,20201202
145446,이건산업,8250,20201202
116268,동성제약,2210,20201202
1026616,유투바이오,221800,20201202
946030,로보티즈,108490,20210217
1051092,피씨엘,241820,20210217
527491,코리아에스이,101670,20210217
939331,한국콜마,161890,20210222
260879,카페24,42000,20210217
425254,나우코스,257990,20210217
139454,애경산업,18250,20210222
362201,세운메디칼,100700,20201207
112819,데코앤이,17680,20201207
355089,토탈소프트,45340,20201207
1189438,노터스,278650,20210217
599957,슈프리마에이치큐,94840,20210217
1508855,대신밸런스제9호스팩,369370,20210217
1251577,휴네시온,290270,20210222
115694,DB금융투자,16610,20210111
832700,에이펙스인텍,207490,20210223
161860,한성기업,3680,20201207
608699,디엠티,134580,20201207
114154,덕양산업,24900,20201207
1063237,플럼라인생명과학,222670,20210218
393618,제노텍,66830,20210218
140779,영보화학,14440,20201228
1419384,하나금융16호스팩,343510,20210217
231354,파워넷,37030,20210217
123523,창해에탄올,4650,20210222
149026,CS홀딩스,590,20210216
796994,조선선재,120030,20210216
360595,현대글로비스,86280,20210218
128315,삼지전자,37460,20201203
1243772,신한제4호기업인수목적,277480,20200820
351092,삼보모터스,53700,20201207
140964,영원무역홀딩스,9970,20201207
171867,에스씨디,42110,20201207
174527,화성산업,2460,20201207
191472,KPX케미칼,25000,20210217
1137903,디케이티,290550,20210217
1187175,라이프사이언스테크놀로지,285770,20210222
134510,세종공업,33530,20210222
490151,파트론,91700,20210222
1335851,박셀바이오,323990,20210219
159971,KC그린홀딩스,9440,20210118
556615,모바일어플라이언스,87260,20210223
1336735,펨토바이오메드,327610,20210223
1066058,파마리서치바이오,217950,20210218
105299,금강공업,14280,20201204
533508,제이엠티,94970,20201204
529815,오디텍,80520,20201204
347734,진양화학,51630,20201204
263654,오스코텍,39200,20201207
542074,나노캠텍,91970,20201207
103510,인지컨트롤스,23800,20201208
295547,디지아이,43360,20201208
111421,휴니드테크놀러지스,5870,20201208
121543,무학,33920,20201208
1325979,세아제강,306200,20210218
629212,딜리,131180,20201123
866062,엘티씨,170920,20201203
138367,플레이위드,23770,20201203
170026,시공테크,20710,20201203
136864,신원,9270,20210217
454937,덕신하우징,90410,20210219
1141942,액트로,290740,20210223
137359,신풍제약,19170,20210204
103626,한솔피엔에스,10420,20210218
397243,티에스엠텍,66350,20210218
139889,SKC,11790,20210114
112721,대창스틸,140520,20210218
298340,에스티아이,39440,20210218
115931,디오,39840,20210217
1069736,한독크린텍,256150,20210217
657987,KMH,122450,20210219
671978,그리티,204020,20210219
351995,지에스이,53050,20210222
456218,모두투어,80160,20210201
1174038,자비스,254120,20210205
147152,유니크,11320,20210222
554352,아이큐어,175250,20210218
158325,NICE평가정보,30190,20210218
799539,제노레이,122310,20210218
159175,한국전기초자,9720,20210219
357360,한세엠케이,69640,20210222
120924,매일홀딩스,5990,20201216
111689,대우부품,9320,20201216
106669,세아베스틸,1430,20210118
157991,한국석유공업,4090,20201222
106456,지앤엘,14590,20210208
1138993,원바이오젠,278380,20210209
159786,유니드,14830,20210210
1119387,이에스산업,241510,20210126
148540,CJ,1040,20210128
760999,상신전자,263810,20210215
611912,아모그린텍,125210,20201207
346407,큐로컴,40350,20201207
297095,나라엠앤디,51490,20201207
599595,코프라,126600,20201207
110608,DSR,155660,20201207
114808,동국제약,86450,20201217
1107665,크리스탈신소재,900250,20201109
104120,광진실업,26910,20201109
249034,드림라인,35430,20210215
153339,태경산업,15890,20210215
239596,쎄니트,37760,20210215
231831,조아제약,34940,20201207
361008,HSD엔진,82740,20201207
351418,코리아오토글라스,152330,20201218
149770,중앙에너비스,440,20210209
549925,루트로닉,85370,20210210
445799,서원인텍,93920,20201125
109587,대륙제관,4780,20201125
1112700,에스엘에스바이오,246250,20201125
105466,KCC건설,21320,20210205
688358,하이즈항공,221840,20210205
1080687,아우딘퓨쳐스,227610,20201218
620868,아이티센,124500,20201218
113535,대한해운,5880,20201113
331016,에프앤가이드,64850,20210209
1353848,이노벡스,279060,20201125
447609,비에이치,90460,20210205
360036,백금T&A,46310,20201116
1036367,프로스테믹스,203690,20201118
462121,이노와이어리스,73490,20201224
164973,현대해상,1450,20201229
1136001,나노브릭,286750,20201230
442561,에프알텍,73540,20210127
357740,NHN한국사이버결제,60250,20210127
141556,오로라,39830,20210128
843830,카이노스메드,220250,20200611
210856,코아스,71950,20201127
128926,삼현철강,17480,20201201
261355,레드캡투어,38390,20201201
516246,알에프세미,96610,20201204
108977,대구백화점,6370,20201118
202060,구영테크,53270,20210104
475976,인콘,83640,20201124
160621,한국화장품제조,3350,20201124
177320,대성미생물,36480,20210209
385336,홈캐스트,64240,20201204
409788,비에이치아이,83650,20201204
264732,파인디지털,38950,20201204
152260,카스,16920,20201208
246417,이오테크닉스,39030,20201209
116301,NI스틸,8260,20201209
230425,나노엔텍,39860,20201210
541437,코렌텍,104540,20201210
269940,하나투어,39130,20210210
123781,부국철강,26940,20201123
220109,솔고바이오,43100,20201123
173032,동화기업,25900,20201126
365590,에이치엘비생명과학,67630,20210104
656021,시티랩스,139050,20210201
269922,인바디,41830,20201210
535375,키네마스터,139670,20210210
123107,보락,2760,20201127
142865,WISCOM,24070,20201127
831428,디에이치피코리아,131030,20201127
257149,지더블유바이텍,36180,20210106
159810,카프로,6380,20201130
160302,코스모화학,5420,20201130
638539,뉴로스,126870,20201130
526836,미래나노텍,95500,20201130
256502,에이텍,45660,20201203
351375,뉴보텍,60260,20201203
145473,이글벳,44960,20201204
491053,진바이오텍,86060,20210209
106881,인디에프,14990,20201210
159500,한국종합기술,23350,20201211
108490,엔피케이,48830,20210215
261887,티엘아이,62860,20210215
647935,하나유비에스암바토비니켈해외자원개발2호,99350,20200701
647883,하나유비에스암바토비니켈해외자원개발1호,99340,20200701
1034730,크로넥스,215570,20201127
435969,인피니트헬스케어,71200,20201127
442905,대성파인텍,104040,20201127
130383,서부T&D,6730,20201127
105271,케이씨씨,2380,20201130
428251,현대백화점,69960,20201130
109037,대성창투,27830,20201127
141413,영화금속,12280,20201127
151395,천일고속,650,20201127
104698,LS네트웍스,680,20201202
260569,유니셈,36200,20210107
401731,LG전자,66570,20210107
135917,한화손해보험,370,20210108
585538,에스에너지,95910,20210108
204226,소프트센,32680,20201231
159412,한국제지,2300,20200713
134565,이스타코,15020,20201211
185222,크린앤사이언스,45520,20201211
240857,바이오스마트,38460,20201228
929228,엔에스컴퍼니,224760,20210215
220969,오공,45060,20201130
1128613,화승엔터프라이즈,241590,20201130
166227,화승인더스트리,6060,20201130
377018,기가레인,49080,20201202
222435,제이엠아이,33050,20201202
432102,한국금융지주,71050,20210111
1277928,한국제7호기업인수목적,291210,20210115
1447217,에이치엠씨제4호스팩,353070,20210201
1447244,에이치엠씨제5호스팩,353060,20210201
863038,윌링스,313760,20210202
122728,범양사,2480,20210210
413046,셀트리온,68270,20210104
150244,하이트진로,80,20210104
1205851,현대일렉트릭,267260,20210104
406037,CSA 코스믹,83660,20201130
150536,진양제약,7370,20201130
1109715,DSC인베스트먼트,241520,20201209
661157,인트로메딕,150840,20201209
228350,신화인터텍,56700,20201209
140131,키다리스튜디오,20120,20201209
536541,에코프로,86520,20201209
153861,태영건설,9410,20210112
164706,현대약품,4310,20210208
1015160,와이팜,332570,20210209
1091054,쎄노텍,222420,20210210
112022,대원화성,24890,20210210
109019,대구은행,5270,20210107
128555,삼천리,4690,20210107
124504,포스코인터내셔널,47050,20210107
1035678,와이제이엠게임즈,193250,20210215
545734,아미코젠,92040,20201201
305297,코텍,52330,20201201
336297,고려신용정보,49720,20201201
1158553,켄코아에어로스페이스,274090,20201201
127936,삼일기업공사,2290,20201201
340272,에스폴리텍,50760,20201201
563837,제로투세븐,159580,20201201
688996,KB금융,105560,20201209
264547,KG이니시스,35600,20201209
121534,MH에탄올,23150,20201209
161781,아난티,25980,20201209
138297,STX,11810,20201209
524786,비엠티,86670,20201209
1187148,케어랩스,263700,20210203
1243161,인산가,277410,20210203
1262458,동아타이어,282690,20210209
858124,알에스오토메이션,140670,20210210
596677,매커스,93520,20210210
500254,GS,78930,20210107
1041828,JTC,950170,20210215
258360,위지트,36090,20201201
800145,서진오토모티브,122690,20201201
130587,서울전자통신,27040,20201201
404288,아진엑스텍,59120,20201209
348034,액토즈소프트,52790,20201211
264635,에스넷,38680,20201211
361169,한국전자인증,41460,20201211
287788,정상제이엘에스,40420,20201211
149646,기업은행,24110,20210113
105952,LS,6260,20210114
429694,파버나인,177830,20210208
992543,삼양옵틱스,225190,20210210
141404,영풍제지,6740,20210210
164645,HMM,11200,20201222
1051065,엔비티,236810,20210215
681142,쌍방울,102280,20201201
125938,삼보판지,23600,20201201
152589,코리아나,27050,20201201
918222,엘앤케이바이오,156100,20201211
109189,대덕,8060,20201214
143907,원일특강,12620,20201214
152880,코오롱글로벌,3070,20210114
153524,태림포장,11280,20201221
825959,하이비젼시스템,126700,20201221
1023822,메디젠휴먼케어,236340,20201221
410915,서울옥션,63170,20210209
583442,노루페인트,90350,20210215
189538,피델릭스,32580,20201201
118345,디아이동일,1530,20201201
227333,네패스,33640,20201201
392691,젬백스링크,64800,20201201
177870,대창솔루션,96350,20201201
105040,뉴인텍,12340,20201201
1075126,경남제약헬스케어,223310,20201202
255105,골드퍼시픽,38530,20201202
356839,메디콕스,54180,20201214
302926,현대로템,64350,20201214
188797,포메탈,119500,20201214
147082,재영솔루텍,49630,20201214
105873,LG디스플레이,34220,20210114
222213,포트로닉스천안,39870,20210114
1261644,레인보우로보틱스,277810,20210203
1013311,민앤지,214180,20210203
404701,한국자산신탁,123890,20210210
1418543,케이비제20호스팩,342550,20210215
175173,오스템,31510,20201202
445160,디이엔티,79810,20201202
788737,이퓨쳐,134060,20201202
136642,엠벤처투자,19590,20201202
139205,안국약품,1540,20201202
287812,에코바이오,38870,20201202
114765,케이비아이동국실업,1620,20201202
160375,진양폴리우레탄,10640,20201215
910840,윈하이텍,192390,20201215
359580,아이디스홀딩스,54800,20201215
126256,삼성생명,32830,20201215
130772,SBS,34120,20201221
1416235,미투젠,950190,20200818
580667,S&K폴리텍,91340,20201204
463342,에스텍파마,41910,20201204
100258,에스마크,30270,20201204
103006,고려제강,2240,20201207
117708,리드코프,12700,20201215
113191,코리안리,3690,20201215
104537,국영지앤엠,6050,20201126
523307,다원시스,68240,20201204
153755,태양금속공업,4100,20201204
260392,대원전선,6340,20201223
149594,한국캐피탈,23760,20201223
926522,테고사이언스,191420,20210219
359623,우리산업홀딩스,72470,20201125
479787,인텍플러스,64290,20201125
390365,토비스,51360,20201201
653103,나노스,151910,20201214
117027,알루코,1780,20201216
131896,선광,3100,20201216
302120,피앤텔,54340,20201216
260356,산은캐피탈,8270,20210216
153126,크라운해태홀딩스,5740,20210216
1399071,고바이오랩,348150,20210219
925189,신화콘텍,187270,20210219
188973,화일약품,61250,20210219
389110,지어소프트,51160,20210222
108649,TPC,48770,20201201
141273,웰바이오텍,10600,20201208
144012,원풍,8370,20201208
269241,주연테크,44380,20201208
377610,세아홀딩스,58650,20210215
379229,에스에이티,60540,20210222
117300,TCC스틸,2710,20201211
103592,광동제약,9290,20210222
130046,다함이텍,9280,20210222
1205329,크라운제과,264900,20210216
1042711,글로벌텍스프리,204620,20210219
242934,케이엠,83550,20210222
1109937,티앤알바이오팹,246710,20210222
384948,대유,290380,20210222
409681,아스트,67390,20201209
411905,테라셈,182690,20201209
360674,코위버,56360,20201209
203315,제이콘텐트리,36420,20201209
129642,상신브레이크,41650,20201209
340096,미래에셋벤처투자,100790,20210215
1414361,SK5호스팩,337450,20210222
158112,한국수출포장공업,2200,20201127
160843,DB하이텍,990,20210219
1350638,티티씨디펜스,309900,20210208
255141,글로앤웰,35480,20210208
241005,코오롱플라스틱,138490,20210216
346966,에코솔루션,52510,20210219
154055,태원물산,1420,20210219
414601,유니퀘스트,77500,20210219
838005,서진시스템,178320,20210222
852087,시디즈,134790,20201209
145686,이화산업,760,20201209
1119651,엘리비젼,276240,20201209
167192,넥센,5720,20201210
876166,한국바이오젠,318000,20210222
1428249,케이프이에스제4호,347140,20210222
219097,BGF,27410,20210216
385363,빅텍,65450,20210216
104722,국제약품,2720,20210216
161116,한라,14790,20210216
1116344,이비테크,208850,20210216
231044,우리기술,32820,20210219
416654,유엔젤,72130,20210219
540641,동양고속,84670,20201210
157636,케이피에프,24880,20201210
161383,한미반도체,42700,20210219
362238,휴비스,79980,20210219
1247918,한화에이스기업인수목적4호,279410,20200703
136086,무림페이퍼,9200,20210222
113207,대한전선,1440,20210216
1118281,피플바이오,304840,20210219
1419986,신영스팩6호,344050,20210219
833064,엠플러스,259630,20201106
118284,동일금속,109860,20210219
1246034,네오펙트,290660,20210222
1061558,덕산네오룩스,213420,20210222
1257526,한국제6호기업인수목적,281410,20200727
875237,씨앤투스성진,352700,20210222
1078178,RFHIC,218410,20210219
1080252,넥스틴,348210,20210219
989619,알테오젠,196170,20210219
1021666,덕산테코피아,317330,20210222
813389,베셀,177350,20210222
877819,데이타솔루션,263800,20210222
427483,대웅제약,69620,20210216
966168,디알젬,263690,20210216
1028164,광주은행,192530,20210216
1231786,슈프리마아이디,317770,20210217
1037214,케이피에스,256940,20210219
118275,디아이,3160,20210222
157399,한솔테크닉스,4710,20210222
612489,아이쓰리시스템,214430,20210222
579999,고영,98460,20210222
372253,연우,115960,20210222
1060814,삼양패키징,272550,20210222
106119,금양,1570,20210222
109718,사조대림,3960,20210222
1309795,알로이스,297570,20210219
123772,부국증권,1270,20210208
459871,농심홀딩스,72710,20210209
143314,에이엔피,15260,20201229
303217,우진플라임,49800,20201224
102140,경인전자,9140,20201224
149345,조흥,2600,20210222
131692,서흥,8490,20210216
166528,서암기계공업,100660,20210216
267942,큐캐피탈,16600,20201230
415628,세진중공업,75580,20201231
983271,엔에이치엔,181710,20210219
1416457,하나금융15호스팩,341160,20210219
816544,토니모리,214420,20201117
1115044,안지오랩,251280,20210105
155382,바이오빌,65940,20210115
1186404,디앤씨미디어,263720,20210222
152437,케이프,64820,20210202
494218,엘엠에스,73110,20210202
761059,펌텍코리아,251970,20210222
173944,우진,105840,20210127
578130,아퓨어스,149300,20210127
755739,파인테크닉스,106240,20210127
159698,지역난방공사,71320,20210127
117267,동양생명,82640,20210127
156600,한주금속,198940,20210219
860730,에이리츠,140910,20210219
1160512,헝셩그룹,900270,20200707
876643,엔피디,198080,20210222
1158632,진코스텍,250030,20210222
606293,나이스디앤비,130580,20210222
142883,우신시스템,17370,20210202
915508,알엔투테크놀로지,148250,20210216
1124680,보라티알,250000,20210219
160010,한국큐빅,21650,20210118
547583,하나금융지주,86790,20210128
363927,NE능률,53290,20210219
1335578,애니플러스,310200,20210219
1170865,네오셈,253590,20210222
276834,KMH하이텍,52900,20210222
1337017,이앤에치,341310,20210210
1259311,푸드나무,290720,20210216
133991,세아특수강,19440,20210216
442154,제이엔케이히터,126880,20210219
409672,티비에이치글로벌,84870,20210219
616290,이엠넷,123570,20210215
757816,모다,149940,20200710
409140,이원컴포텍,88290,20210216
367844,자이에스앤디,317400,20210219
977650,엔케이맥스,182400,20210222
144021,원풍물산,8290,20201127
1236532,와이즈버즈,273060,20210222
614593,넥스트아이,137940,20210222
599887,신텍,99660,20200720
111810,대웅,3090,20210216
601641,리드,197210,20201126
385415,일신바이오,68330,20201126
101664,경보제약,214390,20210219
1011562,우성아이비,194610,20210219
541349,셀트리온제약,68760,20210219
486875,우양,103840,20210222
132868,성안,11300,20201127
560122,텔레필드,91440,20201127
148443,제일파마홀딩스,2620,20201127
369213,리노스,39980,20201127
1042359,지엘팜텍,204840,20201127
129615,상보,27580,20201202
378628,KH바텍,60720,20201202
526696,웨이브일렉트로,95270,20201202
256380,유아이엘,49520,20201202
528515,한라IMS,92460,20201202
161693,한샘,9240,20210222
1110678,유틸렉스,263050,20210218
136776,제이준코스메틱,25620,20201119
666064,셀바스AI,108860,20201127
666204,제너셈,217190,20201127
306454,한국정보인증,53300,20201223
330044,캠시스,50110,20210222
293886,위닉스,44340,20210222
259934,예림당,36000,20201119
530413,코디엠,224060,20201204
1085442,휴벡셀,212310,20201204
102751,고려산업,2140,20201204
974927,NEW,160550,20201204
1222867,제테마,216080,20201204
125743,현대비앤지스틸,4560,20201204
106395,금호전기,1210,20201204
506294,가비아,79940,20210222
149947,JW중외제약,1060,20210209
598198,컴퍼니케이,307930,20210224
1182578,대유에이피,290120,20210224
318316,대아티아이,45390,20210224
363486,로체시스템즈,71280,20210225
122472,백광산업,1340,20210226
371740,디스플레이텍,66670,20210225
532129,영림원소프트랩,60850,20210225
1179617,한국비엔씨,256840,20210225
867973,서남,294630,20210224
438036,팅크웨어,84730,20210224
261735,위노바,39790,20210224
177199,디씨엠,24090,20210224
154392,에스트라,16570,20210225
146269,일신방직,3200,20210226
541862,판도라티비,202960,20210226
113614,대현,16090,20210224
917861,슈피겐코리아,192440,20210224
608316,대한과학,131220,20210224
1405585,IBKS제12호스팩,335870,20210224
991225,더콘텐츠온,302920,20210225
929778,세기리텍,199870,20210224
864338,웹스,196700,20210225
670340,씨에스윈드,112610,20210224
104999,윌비스,8600,20210224
675594,디티앤씨,187220,20210224
1336373,메드팩토,235980,20210224
138206,쌍용건설,12650,20210224
1390876,상상인이안제2호스팩,329560,20210224
1163050,다이오진,271850,20210225
599489,청광건설,140290,20210224
121686,엠케이전자,33160,20210224
122481,태경비케이,14580,20210224
364740,머큐리,100590,20210225
156956,한국기업평가,34950,20210224
133706,세하,27970,20210224
146649,일진홀딩스,15860,20210302
110060,대백저축은행,26970,20210224
353762,키이스트,54780,20210224
870481,에코캡,128540,20210224
242712,엘컴텍,37950,20210224
398808,디지털대성,68930,20210224
203290,한국콜마홀딩스,24720,20210224
317681,메타바이오메드,59210,20210224
562245,태웅로직스,124560,20210225
132725,성보화학,3080,20210225
124577,엠소닉,8120,20210226
670085,엘아이에스,138690,20210224
676122,지디,155960,20210224
138598,아비코전자,36010,20210224
248053,지에스엔텍,37640,20210226
1110182,이노테라피,246960,20210226
124780,사조씨푸드,14710,20210302
904672,넷마블,251270,20210226
386937,국민은행,60000,20210226
165103,푸드웰,5670,20210226
359076,브리지텍,64480,20210302
1221947,비엔에프코퍼레이션,271780,20210224
221728,하츠,66130,20210224
159795,한국카본,17960,20210302
216027,바이넥스,53030,20210302
115287,동방,4140,20210224
122898,벽산,7210,20210224
108746,큐로,15590,20210225
173698,신일전자,2700,20210224
899556,제룡산업,147830,20210224
486370,성창오토텍,80470,20210223
1276327,위지윅스튜디오,299900,20210223
1343735,데이드림엔터,348840,20210224
614089,에이원알폼,234070,20210224
1139497,에스제이켐,217910,20210224
486097,나스미디어,89600,20210226
219848,서희건설,35890,20210226
1023318,센코,347000,20210226
1181515,엘앤씨바이오,290650,20210226
143794,원림,5820,20210302
121288,모나미,5360,20210226
913689,세경하이테크,148150,20210302
117276,네이처셀,7390,20210302
1020524,자이글,234920,20210224
146232,일성건설,13360,20210223
1262023,루트락,253610,20210225
1371312,케이비제18호스팩,323940,20210224
151447,천지산업,1490,20210226
260408,팜스코,36580,20210224
303192,디에이피,66900,20210224
140955,한솔케미칼,14680,20210226
1082348,오스테오닉,226400,20210226
